time,y/d
0.0,0.0
0.001,7.424108832323621e-09
0.0019999999999999996,2.9506974486136838e-08
0.003,6.568026904909244e-08
0.004000000000000001,1.1500113526723948e-07
0.005000000000000001,1.7616356022382502e-07
0.005999999999999999,2.4751686134019657e-07
0.006999999999999998,3.270911130165149e-07
0.007999999999999997,4.126292233046781e-07
0.008999999999999996,5.016252533256833e-07
0.009999999999999995,5.913684595618781e-07
0.010999999999999992,6.789924324890625e-07
0.011999999999999992,7.615286060181519e-07
0.012999999999999989,8.359633225533927e-07
0.013999999999999988,8.992975596912472e-07
0.014999999999999987,9.486083580910129e-07
0.015999999999999986,9.811109371017987e-07
0.016999999999999984,9.942204464169685e-07
0.017999999999999985,9.85612279252167e-07
0.018999999999999982,9.532798660194838e-07
0.01999999999999998,8.955888777089321e-07
0.02099999999999998,8.113267954867863e-07
0.021999999999999978,6.997468474534205e-07
0.022999999999999975,5.606053749124543e-07
0.023999999999999976,3.941917684816773e-07
0.024999999999999974,2.0135020826253852e-07
0.02599999999999997,-1.6507448851923772e-08
0.02699999999999997,-2.5739816901256636e-07
0.02799999999999997,-5.187740277390007e-07
0.028999999999999967,-7.975385365896743e-07
0.029999999999999964,-1.0900731099844839e-06
0.030999999999999965,-1.392273611602848e-06
0.03199999999999996,-1.6995967554725662e-06
0.03299999999999996,-2.007115971192901e-06
0.03399999999999996,-2.3095861783502853e-06
0.034999999999999955,-2.60151675477019e-06
0.03599999999999997,-2.8772518294595844e-06
0.036999999999999984,-3.131056886498529e-06
0.038000000000000006,-3.3572105331588756e-06
0.03900000000000002,-3.5501001663988747e-06
0.04000000000000004,-3.704320168610689e-06
0.04100000000000006,-3.81477117784578e-06
0.04200000000000008,-3.876758911217734e-06
0.043000000000000094,-3.886090974038779e-06
0.044000000000000115,-3.839170062497768e-06
0.04500000000000013,-3.7330819651331845e-06
0.04600000000000015,-3.5656767885898967e-06
0.04700000000000017,-3.3356418765835262e-06
0.04800000000000019,-3.0425649578668723e-06
0.0490000000000002,-2.6869861493381024e-06
0.05000000000000022,-2.270437554094898e-06
0.05100000000000024,-1.795469330799503e-06
0.052000000000000254,-1.265661269465309e-06
0.053000000000000276,-6.856190886279387e-07
0.05400000000000029,-6.095486831189577e-08
0.05500000000000031,6.017487497391591e-07
0.05600000000000033,1.2949907309436715e-06
0.05700000000000035,2.0104200780425025e-06
0.058000000000000364,2.738920162010513e-06
0.059000000000000385,3.470708336029571e-06
0.0600000000000004,4.195449957597341e-06
0.06100000000000042,4.902385691161031e-06
0.06200000000000044,5.5804707202380915e-06
0.06300000000000046,6.2185242684279916e-06
0.06400000000000047,6.805387617380681e-06
0.06500000000000049,7.3300886205791945e-06
0.06600000000000052,7.78201054806798e-06
0.06700000000000053,8.151062961714136e-06
0.06800000000000055,8.427852215217795e-06
0.06900000000000056,8.603849099204947e-06
0.07000000000000059,8.671551110046472e-06
0.0710000000000006,8.624636811758276e-06
0.07200000000000058,8.458109783314657e-06
0.07300000000000056,8.168429698655601e-06
0.07400000000000054,7.753628173268099e-06
0.07500000000000051,7.213407129306909e-06
0.0760000000000005,6.5492175808002265e-06
0.07700000000000047,5.764316921815415e-06
0.07800000000000046,4.863803013914767e-06
0.07900000000000043,3.854623615183834e-06
0.0800000000000004,2.745559971676823e-06
0.08100000000000039,1.5471837028717178e-06
0.08200000000000036,2.7178645437517416e-07
0.08300000000000035,-1.0667178387425368e-06
0.08400000000000032,-2.452917839802984e-06
0.0850000000000003,-3.8700561972409816e-06
0.08600000000000028,-5.300206351254878e-06
0.08700000000000026,-6.724473250609188e-06
0.08800000000000024,-8.123216044093243e-06
0.08900000000000022,-9.476290400540688e-06
0.0900000000000002,-1.076330772595203e-05
0.09100000000000018,-1.1963908195773466e-05
0.09200000000000015,-1.3058044213328302e-05
0.09300000000000014,-1.4026270648710082e-05
0.09400000000000011,-1.4850038011034866e-05
0.0950000000000001,-1.5511984563421356e-05
0.09600000000000007,-1.5996223304713585e-05
0.09700000000000004,-1.6288619712915587e-05
0.09800000000000003,-1.6377056168967612e-05
0.099,-1.625167905107925e-05
0.09999999999999999,-1.5905124604193406e-05
0.10099999999999996,-1.5332719841478053e-05
0.10199999999999994,-1.4532654921422963e-05
0.10299999999999992,-1.3506123663369556e-05
0.1039999999999999,-1.2257429116600168e-05
0.10499999999999989,-1.0794051386328519e-05
0.10599999999999986,-9.126675249040268e-06
0.10699999999999983,-7.269175466128242e-06
0.10799999999999982,-5.238558135602519e-06
0.10899999999999979,-3.0548569129745264e-06
0.10999999999999978,-7.40983488113524e-07
0.11099999999999975,1.6774676746830881e-06
0.11199999999999974,4.172459645418003e-06
0.11299999999999971,6.713796966745411e-06
0.11399999999999968,9.269451036593305e-06
0.11499999999999967,1.1805923969163703e-05
0.11599999999999965,1.4288647198084964e-05
0.11699999999999963,1.6682410352314974e-05
0.1179999999999996,1.8951815266576445e-05
0.11899999999999958,2.1061749408881316e-05
0.11999999999999957,2.2977872539112055e-05
0.12099999999999954,2.4667110069644316e-05
0.12199999999999953,2.6098146389091892e-05
0.1229999999999995,2.7241911332598624e-05
0.12399999999999947,2.8072053027597607e-05
0.12499999999999946,2.8565390496086132e-05
0.12599999999999945,2.8702339630892685e-05
0.12699999999999942,2.846730645837605e-05
0.1279999999999994,2.7849041927384843e-05
0.12899999999999937,2.684095280089762e-05
0.12999999999999934,2.5441363555644227e-05
0.13099999999999934,2.3653724508608786e-05
0.1319999999999993,2.148676169145992e-05
0.13299999999999929,1.8954564300757918e-05
0.13399999999999926,1.6076605890862215e-05
0.13499999999999923,1.2877695884265327e-05
0.13599999999999923,9.387858491506652e-06
0.1369999999999992,5.6421367995031426e-06
0.13799999999999918,1.6803206349508994e-06
0.13899999999999915,-2.4534021436287305e-06
0.13999999999999913,-6.710870026631701e-06
0.14099999999999913,-1.1040445588249496e-05
0.14199999999999913,-1.5387582706901862e-05
0.14299999999999918,-1.9695457787704022e-05
0.14399999999999924,-2.3905657902840505e-05
0.1449999999999993,-2.795891726593315e-05
0.14599999999999935,-3.179589214291676e-05
0.1469999999999994,-3.5357963250493373e-05
0.14799999999999947,-3.858805396271797e-05
0.14899999999999952,-4.1431452272547196e-05
